value,quality,type,time(msec)
21,31,1,715170
0,30,0,715420
21,30,1,715420
50,1,3,715468
100,1,4,715468
0,30,0,715670
21,30,1,715670
0,30,0,715920
21,30,1,715920
0,30,0,716170
21,30,1,716170
50,129,3,716332
100,129,4,716332
0,30,0,716420
21,30,1,716420
0,33,0,716670
21,33,1,716670
2596,0,5,716670
31,0,2,716670
0,33,0,716920
21,33,1,716920
0,33,0,717170
21,33,1,717170
50,1,3,717231
100,1,4,717231
0,33,0,717420
21,33,1,717420
0,33,0,717670
21,33,1,717670
0,41,0,717920
21,41,1,717920
0,41,0,718170
21,41,1,718170
0,41,0,718420
21,41,1,718420
50,129,3,718483
100,129,4,718483
0,41,0,718670
21,41,1,718670
2597,0,5,718670
31,0,2,718670
0,41,0,718920
21,41,1,718920
0,39,0,719170
21,39,1,719170
51,129,3,719354
100,129,4,719354
0,39,0,719420
21,39,1,719420
0,39,0,719670
21,39,1,719670
0,39,0,719920
21,39,1,719920
0,39,0,720170
21,39,1,720170
51,5,3,720262
100,5,4,720262
0,33,0,720420
21,33,1,720420
0,33,0,720670
21,33,1,720670
2597,0,5,720670
31,0,2,720670
0,33,0,720920
21,33,1,720920
0,33,0,721170
21,33,1,721170
0,39,0,721420
21,39,1,721420
51,97,3,721445
99,97,4,721445
0,39,0,721670
21,39,1,721670
0,39,0,721920
21,39,1,721920
0,39,0,722170
21,39,1,722170
51,97,3,722352
99,97,4,722352
0,39,0,722420
21,39,1,722420
0,30,0,722670
21,30,1,722670
2596,0,5,722670
31,0,2,722670
0,30,0,722920
21,30,1,722920
0,30,0,723170
21,30,1,723170
51,97,3,723249
99,97,4,723249
0,30,0,723420
21,30,1,723420
0,30,0,723670
21,30,1,723670
0,34,0,723920
21,34,1,723920
0,34,0,724170
21,34,1,724170
51,97,3,724206
99,97,4,724206
0,34,0,724420
21,34,1,724420
0,34,0,724670
21,34,1,724670
2597,0,5,724670
31,0,2,724670
0,34,0,724920
21,34,1,724920
51,97,3,725427
99,97,4,725427
51,97,3,726279
99,97,4,726279
"Type legend: 0=FHR; 1=TOCO; 2=FMI; 3=MHR; 4=SPO2; 5=BATTERY; 6=EVENT"
