value,quality,type,time(msec)
100,37,4,281055
0,35,0,281170
22,35,1,281170
0,35,0,281420
22,35,1,281420
0,35,0,281670
22,35,1,281670
0,35,0,281920
22,35,1,281920
0,35,0,282170
22,35,1,282170
52,33,3,282279
100,33,4,282279
0,43,0,282420
22,43,1,282420
0,43,0,282670
22,43,1,282670
2606,0,5,282670
31,0,2,282670
0,43,0,282920
22,43,1,282920
0,43,0,283170
22,43,1,283170
52,33,3,283214
100,33,4,283214
0,43,0,283420
22,43,1,283420
0,35,0,283670
22,35,1,283670
0,35,0,283920
22,35,1,283920
52,37,3,284064
100,37,4,284064
0,35,0,284170
22,35,1,284170
0,35,0,284420
22,35,1,284420
0,31,0,284670
22,31,1,284670
2606,0,5,284670
31,0,2,284670
0,31,0,284920
22,31,1,284920
0,31,0,285170
22,31,1,285170
52,33,3,285256
100,33,4,285256
0,31,0,285420
22,31,1,285420
0,31,0,285670
22,31,1,285670
0,30,0,285920
22,30,1,285920
0,30,0,286170
22,30,1,286170
52,33,3,286219
100,33,4,286219
0,30,0,286420
22,30,1,286420
0,30,0,286670
22,30,1,286670
2605,0,5,286670
31,0,2,286670
0,30,0,286920
22,30,1,286920
0,36,0,287170
22,36,1,287170
52,33,3,287194
100,33,4,287194
0,36,0,287420
22,36,1,287420
0,36,0,287670
22,36,1,287670
0,36,0,287920
22,36,1,287920
0,36,0,288170
22,36,1,288170
52,33,3,288310
100,33,4,288310
0,40,0,288420
22,40,1,288420
0,40,0,288670
22,40,1,288670
2606,0,5,288670
31,0,2,288670
0,40,0,288920
22,40,1,288920
0,40,0,289170
22,40,1,289170
52,33,3,289215
100,33,4,289215
0,40,0,289420
22,40,1,289420
0,33,0,289670
22,33,1,289670
0,33,0,289920
22,33,1,289920
52,33,3,290106
100,33,4,290106
0,33,0,290170
22,33,1,290170
0,33,0,290420
22,33,1,290420
0,28,0,290670
22,28,1,290670
2606,0,5,290670
31,0,2,290670
0,28,0,290920
22,28,1,290920
0,28,0,291170
22,28,1,291170
52,33,3,291311
100,33,4,291311
0,28,0,291420
22,28,1,291420
0,28,0,291670
22,28,1,291670
0,28,0,291920
22,28,1,291920
0,28,0,292170
22,28,1,292170
52,33,3,292220
100,33,4,292220
0,28,0,292420
22,28,1,292420
0,28,0,292670
22,28,1,292670
2606,0,5,292670
31,0,2,292670
0,28,0,292920
22,28,1,292920
0,30,0,293170
22,30,1,293170
52,33,3,293209
100,33,4,293209
0,30,0,293420
22,30,1,293420
0,30,0,293670
22,30,1,293670
0,30,0,293920
22,30,1,293920
0,30,0,294170
22,30,1,294170
52,33,3,294349
100,33,4,294349
0,31,0,294420
22,31,1,294420
0,31,0,294670
22,31,1,294670
2606,0,5,294670
31,0,2,294670
0,31,0,294920
22,31,1,294920
0,31,0,295170
22,31,1,295170
52,33,3,295207
100,33,4,295207
0,31,0,295420
22,31,1,295420
0,33,0,295670
22,33,1,295670
0,33,0,295920
22,33,1,295920
0,33,0,296170
22,33,1,296170
52,33,3,296171
100,33,4,296171
0,33,0,296420
22,33,1,296420
0,37,0,296670
22,37,1,296670
2605,0,5,296670
31,0,2,296670
0,37,0,296920
22,37,1,296920
0,37,0,297170
22,37,1,297170
0,37,0,297420
22,37,1,297420
0,37,0,297670
22,37,1,297670
0,33,0,297920
22,33,1,297920
0,33,0,298170
22,33,1,298170
0,33,0,298420
22,33,1,298420
0,33,0,298670
22,33,1,298670
2606,0,5,298670
31,0,2,298670
0,33,0,298920
22,33,1,298920
0,40,0,299170
22,40,1,299170
0,40,0,299420
22,40,1,299420
0,40,0,299670
22,40,1,299670
0,40,0,299920
22,40,1,299920
0,40,0,300170
22,40,1,300170
0,29,0,300420
22,29,1,300420
0,29,0,300670
22,29,1,300670
2606,0,5,300670
31,0,2,300670
0,29,0,300920
22,29,1,300920
0,29,0,301170
22,29,1,301170
0,29,0,301420
22,29,1,301420
0,35,0,301670
22,35,1,301670
0,35,0,301920
22,35,1,301920
0,35,0,302170
22,35,1,302170
0,35,0,302420
22,35,1,302420
0,35,0,302670
22,35,1,302670
2605,0,5,302670
31,0,2,302670
0,24,0,302920
22,24,1,302920
0,24,0,303170
22,24,1,303170
0,24,0,303420
22,24,1,303420
0,24,0,303670
22,24,1,303670
0,24,0,303920
22,24,1,303920
0,24,0,304170
22,24,1,304170
0,24,0,304420
22,24,1,304420
0,24,0,304670
22,24,1,304670
2605,0,5,304670
31,0,2,304670
0,24,0,304920
22,24,1,304920
0,26,0,305170
22,26,1,305170
0,26,0,305420
22,26,1,305420
0,26,0,305670
22,26,1,305670
0,26,0,305920
22,26,1,305920
0,26,0,306170
22,26,1,306170
0,26,0,306420
22,26,1,306420
0,26,0,306670
22,26,1,306670
2605,0,5,306670
31,0,2,306670
0,26,0,306920
22,26,1,306920
0,26,0,307170
22,26,1,307170
0,26,0,307420
22,26,1,307420
0,38,0,307670
22,38,1,307670
0,38,0,307920
22,38,1,307920
0,38,0,308170
22,38,1,308170
0,38,0,308420
22,38,1,308420
0,38,0,308670
22,38,1,308670
2605,0,5,308670
31,0,2,308670
0,35,0,308920
22,35,1,308920
0,35,0,309170
22,35,1,309170
0,35,0,309420
22,35,1,309420
0,35,0,309670
22,35,1,309670
0,43,0,309920
22,43,1,309920
0,43,0,310170
22,43,1,310170
0,43,0,310420
22,43,1,310420
0,43,0,310670
22,43,1,310670
2605,0,5,310670
31,0,2,310670
0,43,0,310920
22,43,1,310920
0,35,0,311170
22,35,1,311170
0,35,0,311420
22,35,1,311420
0,35,0,311670
22,35,1,311670
0,35,0,311920
22,35,1,311920
0,35,0,312170
22,35,1,312170
0,38,0,312420
22,38,1,312420
0,38,0,312670
22,38,1,312670
2605,0,5,312670
31,0,2,312670
0,38,0,312920
22,38,1,312920
0,38,0,313170
22,38,1,313170
0,38,0,313420
22,38,1,313420
0,19,0,313670
22,19,1,313670
0,19,0,313920
22,19,1,313920
0,19,0,314170
22,19,1,314170
0,19,0,314420
22,19,1,314420
0,19,0,314670
22,19,1,314670
2605,0,5,314670
31,0,2,314670
0,30,0,314920
22,30,1,314920
0,30,0,315170
22,30,1,315170
0,30,0,315420
22,30,1,315420
0,30,0,315670
22,30,1,315670
0,30,0,315920
22,30,1,315920
0,30,0,316170
22,30,1,316170
0,30,0,316420
22,30,1,316420
0,30,0,316670
22,30,1,316670
2605,0,5,316670
31,0,2,316670
0,30,0,316920
22,30,1,316920
0,34,0,317170
22,34,1,317170
0,34,0,317420
22,34,1,317420
0,34,0,317670
22,34,1,317670
0,34,0,317920
22,34,1,317920
0,34,0,318170
22,34,1,318170
0,24,0,318420
22,24,1,318420
0,24,0,318670
22,24,1,318670
2605,0,5,318670
31,0,2,318670
0,24,0,318920
22,24,1,318920
0,24,0,319170
22,24,1,319170
0,24,0,319420
22,24,1,319420
0,29,0,319670
22,29,1,319670
0,29,0,319920
22,29,1,319920
0,29,0,320170
22,29,1,320170
0,29,0,320420
22,29,1,320420
0,29,0,320670
22,29,1,320670
2605,0,5,320670
31,0,2,320670
0,25,0,320920
22,25,1,320920
0,25,0,321170
22,25,1,321170
0,25,0,321420
22,25,1,321420
0,25,0,321670
22,25,1,321670
0,25,0,321920
22,25,1,321920
0,31,0,322170
22,31,1,322170
0,31,0,322420
22,31,1,322420
0,31,0,322670
22,31,1,322670
2605,0,5,322670
31,0,2,322670
0,31,0,322920
22,31,1,322920
0,43,0,323170
22,43,1,323170
0,43,0,323420
22,43,1,323420
0,43,0,323670
22,43,1,323670
0,43,0,323920
22,43,1,323920
0,43,0,324170
22,43,1,324170
0,34,0,324420
22,34,1,324420
0,34,0,324670
22,34,1,324670
2605,0,5,324670
31,0,2,324670
0,34,0,324920
22,34,1,324920
0,34,0,325170
22,34,1,325170
0,34,0,325420
22,34,1,325420
0,37,0,325670
22,37,1,325670
0,37,0,325920
22,37,1,325920
0,37,0,326170
22,37,1,326170
0,37,0,326420
22,37,1,326420
0,37,0,326670
22,37,1,326670
2605,0,5,326670
31,0,2,326670
0,39,0,326920
22,39,1,326920
0,39,0,327170
22,39,1,327170
0,39,0,327420
22,39,1,327420
0,39,0,327670
22,39,1,327670
0,39,0,327920
22,39,1,327920
0,30,0,328170
22,30,1,328170
0,30,0,328420
22,30,1,328420
0,30,0,328670
22,30,1,328670
2605,0,5,328670
31,0,2,328670
0,30,0,328920
22,30,1,328920
0,22,0,329170
22,22,1,329170
0,22,0,329420
22,22,1,329420
0,22,0,329670
22,22,1,329670
0,22,0,329920
22,22,1,329920
49,1,3,330121
74,1,4,330121
0,22,0,330170
22,22,1,330170
0,41,0,330420
22,41,1,330420
0,41,0,330670
22,41,1,330670
2605,0,5,330670
31,0,2,330670
0,41,0,330920
22,41,1,330920
0,41,0,331170
22,41,1,331170
49,1,3,331335
74,1,4,331335
0,41,0,331420
22,41,1,331420
0,43,0,331670
22,43,1,331670
0,43,0,331920
22,43,1,331920
0,43,0,332170
22,43,1,332170
49,1,3,332220
74,1,4,332220
0,43,0,332420
22,43,1,332420
0,43,0,332670
22,43,1,332670
2605,0,5,332670
31,0,2,332670
0,34,0,332920
22,34,1,332920
0,34,0,333170
22,34,1,333170
48,1,3,333201
74,1,4,333201
0,34,0,333420
22,34,1,333420
0,34,0,333670
22,34,1,333670
0,34,0,333920
22,34,1,333920
0,32,0,334170
22,32,1,334170
51,1,3,334344
100,1,4,334344
0,32,0,334420
22,32,1,334420
0,32,0,334670
22,32,1,334670
2604,0,5,334670
31,0,2,334670
0,32,0,334920
22,32,1,334920
0,26,0,335170
22,26,1,335170
51,1,3,335253
100,1,4,335253
0,26,0,335420
22,26,1,335420
0,26,0,335670
22,26,1,335670
0,26,0,335920
22,26,1,335920
0,26,0,336170
22,26,1,336170
50,1,3,336215
100,1,4,336215
0,45,0,336420
22,45,1,336420
0,45,0,336670
22,45,1,336670
2605,0,5,336670
31,0,2,336670
0,45,0,336920
22,45,1,336920
0,45,0,337170
22,45,1,337170
50,1,3,337358
100,1,4,337358
0,45,0,337420
22,45,1,337420
0,31,0,337670
22,31,1,337670
0,31,0,337920
22,31,1,337920
0,31,0,338170
22,31,1,338170
50,1,3,338244
100,1,4,338244
0,31,0,338420
22,31,1,338420
0,31,0,338670
22,31,1,338670
2605,0,5,338670
31,0,2,338670
0,30,0,338920
22,30,1,338920
0,30,0,339170
22,30,1,339170
49,1,3,339220
100,1,4,339220
0,30,0,339420
22,30,1,339420
0,30,0,339670
22,30,1,339670
0,30,0,339920
22,30,1,339920
49,1,3,340036
100,1,4,340036
0,30,0,340170
22,30,1,340170
0,30,0,340420
22,30,1,340420
0,30,0,340670
22,30,1,340670
2605,0,5,340670
31,0,2,340670
0,30,0,340920
22,30,1,340920
0,30,0,341170
22,30,1,341170
49,129,3,341263
100,129,4,341263
0,41,0,341420
22,41,1,341420
0,41,0,341670
22,41,1,341670
0,41,0,341920
22,41,1,341920
0,41,0,342170
22,41,1,342170
49,129,3,342199
100,129,4,342199
0,29,0,342420
22,29,1,342420
0,29,0,342670
22,29,1,342670
2605,0,5,342670
31,0,2,342670
0,29,0,342920
22,29,1,342920
50,1,3,343032
100,1,4,343032
0,29,0,343170
22,29,1,343170
0,29,0,343420
22,29,1,343420
0,32,0,343670
22,32,1,343670
0,32,0,343920
22,32,1,343920
0,32,0,344170
22,32,1,344170
50,129,3,344298
100,129,4,344298
0,32,0,344420
22,32,1,344420
0,32,0,344670
22,32,1,344670
2605,0,5,344670
31,0,2,344670
0,41,0,344920
22,41,1,344920
0,41,0,345170
22,41,1,345170
49,129,3,345173
100,129,4,345173
0,41,0,345420
22,41,1,345420
0,41,0,345670
22,41,1,345670
0,41,0,345920
22,41,1,345920
0,42,0,346170
22,42,1,346170
48,129,3,346213
100,129,4,346213
0,42,0,346420
22,42,1,346420
0,42,0,346670
22,42,1,346670
2604,0,5,346670
31,0,2,346670
0,42,0,346920
22,42,1,346920
0,42,0,347170
22,42,1,347170
48,129,3,347308
100,129,4,347308
0,38,0,347420
22,38,1,347420
0,38,0,347670
22,38,1,347670
0,38,0,347920
22,38,1,347920
0,38,0,348170
22,38,1,348170
48,129,3,348219
100,129,4,348219
0,19,0,348420
22,19,1,348420
0,19,0,348670
22,19,1,348670
2604,0,5,348670
31,0,2,348670
0,19,0,348920
22,19,1,348920
48,129,3,349118
100,129,4,349118
0,19,0,349170
22,19,1,349170
0,19,0,349420
22,19,1,349420
0,40,0,349670
22,40,1,349670
0,40,0,349920
22,40,1,349920
0,40,0,350170
22,40,1,350170
48,129,3,350308
100,129,4,350308
0,40,0,350420
22,40,1,350420
0,40,0,350670
22,40,1,350670
2604,0,5,350670
31,0,2,350670
0,34,0,350920
22,34,1,350920
0,34,0,351170
22,34,1,351170
50,129,3,351239
100,129,4,351239
0,34,0,351420
22,34,1,351420
0,34,0,351670
22,34,1,351670
0,34,0,351920
22,34,1,351920
0,25,0,352170
22,25,1,352170
51,129,3,352214
100,129,4,352214
0,25,0,352420
22,25,1,352420
0,25,0,352670
22,25,1,352670
2604,0,5,352670
31,0,2,352670
0,25,0,352920
22,25,1,352920
0,25,0,353170
22,25,1,353170
51,129,3,353288
100,129,4,353288
0,27,0,353420
22,27,1,353420
0,27,0,353670
22,27,1,353670
0,27,0,353920
22,27,1,353920
0,27,0,354170
22,27,1,354170
52,129,3,354228
100,129,4,354228
0,28,0,354420
22,28,1,354420
0,28,0,354670
22,28,1,354670
2604,0,5,354670
31,0,2,354670
0,28,0,354920
22,28,1,354920
0,28,0,355170
22,28,1,355170
53,129,3,355217
100,129,4,355217
0,28,0,355420
22,28,1,355420
0,33,0,355670
22,33,1,355670
0,33,0,355920
22,33,1,355920
0,33,0,356170
22,33,1,356170
53,129,3,356349
100,129,4,356349
0,33,0,356420
22,33,1,356420
0,33,0,356670
22,33,1,356670
2604,0,5,356670
31,0,2,356670
0,33,0,356920
22,33,1,356920
0,33,0,357170
22,33,1,357170
52,129,3,357249
100,129,4,357249
0,33,0,357420
22,33,1,357420
0,33,0,357670
22,33,1,357670
0,33,0,357920
22,33,1,357920
0,46,0,358170
22,46,1,358170
51,129,3,358214
100,129,4,358214
0,46,0,358420
22,46,1,358420
0,46,0,358670
22,46,1,358670
2604,0,5,358670
31,0,2,358670
0,46,0,358920
22,46,1,358920
0,46,0,359170
22,46,1,359170
51,129,3,359355
100,129,4,359355
0,37,0,359420
22,37,1,359420
0,37,0,359670
22,37,1,359670
0,37,0,359920
22,37,1,359920
0,37,0,360170
22,37,1,360170
50,1,3,360242
100,1,4,360242
0,37,0,360420
22,37,1,360420
0,40,0,360670
22,40,1,360670
2604,0,5,360670
31,0,2,360670
0,40,0,360920
22,40,1,360920
0,40,0,361170
22,40,1,361170
50,1,3,361216
100,1,4,361216
0,40,0,361420
22,40,1,361420
0,37,0,361670
22,37,1,361670
0,37,0,361920
22,37,1,361920
0,37,0,362170
22,37,1,362170
50,129,3,362361
100,129,4,362361
0,37,0,362420
22,37,1,362420
0,37,0,362670
22,37,1,362670
2604,0,5,362670
31,0,2,362670
0,36,0,362920
22,36,1,362920
0,36,0,363170
22,36,1,363170
50,129,3,363297
100,129,4,363297
0,36,0,363420
22,36,1,363420
0,36,0,363670
22,36,1,363670
0,36,0,363920
22,36,1,363920
0,36,0,364170
22,36,1,364170
51,129,3,364175
100,129,4,364175
0,36,0,364420
22,36,1,364420
0,36,0,364670
22,36,1,364670
2604,0,5,364670
31,0,2,364670
0,36,0,364920
22,36,1,364920
0,36,0,365170
22,36,1,365170
0,32,0,365420
22,32,1,365420
51,1,3,365465
100,1,4,365465
0,32,0,365670
22,32,1,365670
0,32,0,365920
22,32,1,365920
0,32,0,366170
22,32,1,366170
51,5,3,366278
100,5,4,366278
0,32,0,366420
22,32,1,366420
0,41,0,366670
22,41,1,366670
2604,0,5,366670
31,0,2,366670
0,41,0,366920
22,41,1,366920
0,41,0,367170
22,41,1,367170
51,1,3,367217
100,1,4,367217
0,41,0,367420
22,41,1,367420
0,34,0,367670
22,34,1,367670
0,34,0,367920
22,34,1,367920
0,34,0,368170
22,34,1,368170
0,34,0,368420
22,34,1,368420
51,1,3,368465
100,1,4,368465
0,34,0,368670
22,34,1,368670
2604,0,5,368670
31,0,2,368670
0,39,0,368920
22,39,1,368920
0,39,0,369170
22,39,1,369170
51,1,3,369288
100,1,4,369288
0,39,0,369420
22,39,1,369420
0,39,0,369670
22,39,1,369670
0,39,0,369920
22,39,1,369920
0,30,0,370170
22,30,1,370170
51,1,3,370216
100,1,4,370216
0,30,0,370420
22,30,1,370420
0,30,0,370670
22,30,1,370670
2604,0,5,370670
31,0,2,370670
0,30,0,370920
22,30,1,370920
0,30,0,371170
22,30,1,371170
0,28,0,371420
22,28,1,371420
51,129,3,371467
100,129,4,371467
0,28,0,371670
22,28,1,371670
0,28,0,371920
22,28,1,371920
0,28,0,372170
22,28,1,372170
51,1,3,372311
100,1,4,372311
0,28,0,372420
22,28,1,372420
0,37,0,372670
22,37,1,372670
2604,0,5,372670
31,0,2,372670
0,37,0,372920
22,37,1,372920
0,37,0,373170
22,37,1,373170
51,129,3,373223
100,129,4,373223
0,37,0,373420
22,37,1,373420
0,38,0,373670
22,38,1,373670
0,38,0,373920
22,38,1,373920
0,38,0,374170
22,38,1,374170
0,38,0,374420
22,38,1,374420
51,129,3,374465
100,129,4,374465
0,38,0,374670
22,38,1,374670
2604,0,5,374670
31,0,2,374670
0,42,0,374920
22,42,1,374920
0,42,0,375170
22,42,1,375170
51,129,3,375276
100,129,4,375276
0,42,0,375420
22,42,1,375420
0,42,0,375670
22,42,1,375670
0,42,0,375920
22,42,1,375920
0,36,0,376170
22,36,1,376170
51,129,3,376220
100,129,4,376220
0,36,0,376420
22,36,1,376420
0,36,0,376670
22,36,1,376670
2604,0,5,376670
31,0,2,376670
0,36,0,376920
22,36,1,376920
51,1,3,377097
100,1,4,377097
0,36,0,377170
22,36,1,377170
0,30,0,377420
22,30,1,377420
0,30,0,377670
22,30,1,377670
0,30,0,377920
22,30,1,377920
0,30,0,378170
22,30,1,378170
51,1,3,378287
100,1,4,378287
0,30,0,378420
22,30,1,378420
0,39,0,378670
22,39,1,378670
2604,0,5,378670
31,0,2,378670
0,39,0,378920
22,39,1,378920
0,39,0,379170
22,39,1,379170
51,1,3,379216
100,1,4,379216
0,39,0,379420
22,39,1,379420
0,39,0,379670
22,39,1,379670
0,33,0,379920
22,33,1,379920
0,33,0,380170
22,33,1,380170
51,129,3,380223
100,129,4,380223
0,33,0,380420
22,33,1,380420
0,33,0,380670
22,33,1,380670
2603,0,5,380670
31,0,2,380670
0,24,0,380920
22,24,1,380920
0,24,0,381170
22,24,1,381170
51,1,3,381307
100,1,4,381307
0,24,0,381420
22,24,1,381420
0,24,0,381670
22,24,1,381670
0,24,0,381920
22,24,1,381920
0,33,0,382170
22,33,1,382170
51,129,3,382217
100,129,4,382217
0,33,0,382420
22,33,1,382420
0,33,0,382670
22,33,1,382670
2604,0,5,382670
31,0,2,382670
0,33,0,382920
22,33,1,382920
0,33,0,383170
22,33,1,383170
51,5,3,383214
100,5,4,383214
0,35,0,383420
22,35,1,383420
0,35,0,383670
22,35,1,383670
0,35,0,383920
22,35,1,383920
0,35,0,384170
22,35,1,384170
51,129,3,384297
100,129,4,384297
0,35,0,384420
22,35,1,384420
0,15,0,384670
22,15,1,384670
2604,0,5,384670
31,0,2,384670
0,15,0,384920
22,15,1,384920
0,15,0,385170
22,15,1,385170
51,1,3,385249
100,1,4,385249
0,15,0,385420
22,15,1,385420
0,15,0,385670
22,15,1,385670
0,31,0,385920
22,31,1,385920
0,31,0,386170
22,31,1,386170
51,33,3,386206
100,33,4,386206
0,31,0,386420
22,31,1,386420
0,31,0,386670
22,31,1,386670
2603,0,5,386670
31,0,2,386670
0,29,0,386920
22,29,1,386920
0,29,0,387170
22,29,1,387170
51,33,3,387333
100,33,4,387333
0,29,0,387420
22,29,1,387420
0,29,0,387670
22,29,1,387670
0,29,0,387920
22,29,1,387920
0,33,0,388170
22,33,1,388170
51,33,3,388255
100,33,4,388255
0,33,0,388420
22,33,1,388420
0,33,0,388670
22,33,1,388670
2603,0,5,388670
31,0,2,388670
0,33,0,388920
22,33,1,388920
0,33,0,389170
22,33,1,389170
51,33,3,389213
100,33,4,389213
0,36,0,389420
22,36,1,389420
0,36,0,389670
22,36,1,389670
0,36,0,389920
22,36,1,389920
0,36,0,390170
22,36,1,390170
51,33,3,390358
100,33,4,390358
0,36,0,390420
22,36,1,390420
0,20,0,390670
22,20,1,390670
2603,0,5,390670
31,0,2,390670
0,20,0,390920
22,20,1,390920
0,20,0,391170
22,20,1,391170
51,33,3,391234
100,33,4,391234
0,20,0,391420
22,20,1,391420
0,20,0,391670
22,20,1,391670
0,35,0,391920
22,35,1,391920
0,35,0,392170
22,35,1,392170
51,33,3,392267
100,33,4,392267
0,35,0,392420
22,35,1,392420
0,35,0,392670
22,35,1,392670
2604,0,5,392670
31,0,2,392670
0,28,0,392920
22,28,1,392920
0,28,0,393170
22,28,1,393170
51,33,3,393334
100,33,4,393334
0,28,0,393420
22,28,1,393420
0,28,0,393670
22,28,1,393670
0,28,0,393920
22,28,1,393920
0,28,0,394170
22,28,1,394170
51,33,3,394208
100,33,4,394208
0,28,0,394420
22,28,1,394420
0,28,0,394670
22,28,1,394670
2603,0,5,394670
31,0,2,394670
0,28,0,394920
22,28,1,394920
0,28,0,395170
22,28,1,395170
51,33,3,395195
100,33,4,395195
0,36,0,395420
22,36,1,395420
0,36,0,395670
22,36,1,395670
0,36,0,395920
22,36,1,395920
0,36,0,396170
22,36,1,396170
51,33,3,396348
100,33,4,396348
0,36,0,396420
22,36,1,396420
0,37,0,396670
22,37,1,396670
2604,0,5,396670
31,0,2,396670
0,37,0,396920
22,37,1,396920
0,37,0,397170
22,37,1,397170
51,33,3,397249
100,33,4,397249
0,37,0,397420
22,37,1,397420
0,37,0,397670
22,37,1,397670
0,30,0,397920
22,30,1,397920
0,30,0,398170
22,30,1,398170
51,33,3,398180
100,33,4,398180
0,30,0,398420
22,30,1,398420
0,30,0,398670
22,30,1,398670
2603,0,5,398670
31,0,2,398670
0,30,0,398920
22,30,1,398920
0,32,0,399170
22,32,1,399170
51,129,3,399346
100,129,4,399346
0,32,0,399420
22,32,1,399420
0,32,0,399670
22,32,1,399670
0,32,0,399920
22,32,1,399920
0,31,0,400170
22,31,1,400170
51,129,3,400293
100,129,4,400293
0,31,0,400420
22,31,1,400420
0,31,0,400670
22,31,1,400670
2603,0,5,400670
31,0,2,400670
0,31,0,400920
22,31,1,400920
0,31,0,401170
22,31,1,401170
51,1,3,401222
100,1,4,401222
0,34,0,401420
22,34,1,401420
0,34,0,401670
22,34,1,401670
0,34,0,401920
22,34,1,401920
0,34,0,402170
22,34,1,402170
0,34,0,402420
22,34,1,402420
51,129,3,402469
100,129,4,402469
0,37,0,402670
22,37,1,402670
2603,0,5,402670
31,0,2,402670
0,37,0,402920
22,37,1,402920
0,37,0,403170
22,37,1,403170
51,129,3,403271
100,129,4,403271
0,37,0,403420
22,37,1,403420
0,37,0,403670
22,37,1,403670
0,28,0,403920
22,28,1,403920
0,28,0,404170
22,28,1,404170
51,5,3,404201
100,5,4,404201
0,28,0,404420
22,28,1,404420
0,28,0,404670
22,28,1,404670
2603,0,5,404670
31,0,2,404670
0,28,0,404920
22,28,1,404920
0,32,0,405170
22,32,1,405170
0,32,0,405420
22,32,1,405420
51,1,3,405467
100,1,4,405467
0,32,0,405670
22,32,1,405670
0,32,0,405920
22,32,1,405920
0,37,0,406170
22,37,1,406170
51,129,3,406295
100,129,4,406295
0,37,0,406420
22,37,1,406420
0,37,0,406670
22,37,1,406670
2603,0,5,406670
31,0,2,406670
0,37,0,406920
22,37,1,406920
0,37,0,407170
22,37,1,407170
51,129,3,407222
100,129,4,407222
0,31,0,407420
22,31,1,407420
0,31,0,407670
22,31,1,407670
0,31,0,407920
22,31,1,407920
52,1,3,408075
100,1,4,408075
0,31,0,408170
22,31,1,408170
0,31,0,408420
22,31,1,408420
0,33,0,408670
22,33,1,408670
2603,0,5,408670
31,0,2,408670
0,33,0,408920
22,33,1,408920
0,33,0,409170
22,33,1,409170
52,1,3,409296
100,1,4,409296
0,33,0,409420
22,33,1,409420
0,33,0,409670
22,33,1,409670
0,32,0,409920
22,32,1,409920
0,32,0,410170
22,32,1,410170
52,5,3,410217
100,5,4,410217
0,32,0,410420
22,32,1,410420
0,32,0,410670
22,32,1,410670
2603,0,5,410670
31,0,2,410670
0,32,0,410920
22,32,1,410920
52,1,3,411103
100,1,4,411103
0,29,0,411170
22,29,1,411170
0,29,0,411420
22,29,1,411420
0,29,0,411670
22,29,1,411670
0,29,0,411920
22,29,1,411920
0,28,0,412170
22,28,1,412170
52,1,3,412281
100,1,4,412281
0,28,0,412420
22,28,1,412420
0,28,0,412670
22,28,1,412670
2603,0,5,412670
31,0,2,412670
0,28,0,412920
22,28,1,412920
0,28,0,413170
22,28,1,413170
52,1,3,413220
100,1,4,413220
0,32,0,413420
22,32,1,413420
0,32,0,413670
22,32,1,413670
0,32,0,413920
22,32,1,413920
0,32,0,414170
22,32,1,414170
52,1,3,414217
100,1,4,414217
0,32,0,414420
22,32,1,414420
0,41,0,414670
22,41,1,414670
2603,0,5,414670
31,0,2,414670
0,41,0,414920
22,41,1,414920
0,41,0,415170
22,41,1,415170
52,129,3,415308
100,129,4,415308
0,41,0,415420
22,41,1,415420
0,41,0,415670
22,41,1,415670
0,28,0,415920
22,28,1,415920
0,28,0,416170
22,28,1,416170
52,1,3,416218
100,1,4,416218
0,28,0,416420
22,28,1,416420
0,28,0,416670
22,28,1,416670
2603,0,5,416670
31,0,2,416670
0,28,0,416920
22,28,1,416920
52,37,3,417124
100,37,4,417124
0,32,0,417170
22,32,1,417170
0,32,0,417420
22,32,1,417420
0,32,0,417670
22,32,1,417670
0,32,0,417920
22,32,1,417920
0,32,0,418170
22,32,1,418170
52,33,3,418334
100,33,4,418334
0,33,0,418420
22,33,1,418420
0,33,0,418670
22,33,1,418670
2603,0,5,418670
31,0,2,418670
0,33,0,418920
22,33,1,418920
0,33,0,419170
22,33,1,419170
52,33,3,419221
100,33,4,419221
0,36,0,419420
22,36,1,419420
0,36,0,419670
22,36,1,419670
0,36,0,419920
22,36,1,419920
0,36,0,420170
22,36,1,420170
52,33,3,420217
100,33,4,420217
0,36,0,420420
22,36,1,420420
0,33,0,420670
22,33,1,420670
2603,0,5,420670
31,0,2,420670
0,33,0,420920
22,33,1,420920
0,33,0,421170
22,33,1,421170
52,33,3,421374
100,33,4,421374
0,33,0,421420
22,33,1,421420
0,33,0,421670
22,33,1,421670
0,30,0,421920
22,30,1,421920
0,30,0,422170
22,30,1,422170
52,33,3,422256
100,33,4,422256
0,30,0,422420
22,30,1,422420
0,30,0,422670
22,30,1,422670
2603,0,5,422670
31,0,2,422670
0,30,0,422920
22,30,1,422920
0,28,0,423170
22,28,1,423170
52,129,3,423216
100,129,4,423216
0,28,0,423420
22,28,1,423420
0,28,0,423670
22,28,1,423670
0,28,0,423920
22,28,1,423920
0,28,0,424170
22,28,1,424170
52,129,3,424345
100,129,4,424345
0,27,0,424420
22,27,1,424420
0,27,0,424670
22,27,1,424670
2603,0,5,424670
31,0,2,424670
0,27,0,424920
22,27,1,424920
0,27,0,425170
22,27,1,425170
52,129,3,425237
100,129,4,425237
0,33,0,425420
22,33,1,425420
0,33,0,425670
22,33,1,425670
0,33,0,425920
22,33,1,425920
0,33,0,426170
22,33,1,426170
52,129,3,426215
100,129,4,426215
0,33,0,426420
22,33,1,426420
0,32,0,426670
22,32,1,426670
2603,0,5,426670
31,0,2,426670
0,32,0,426920
22,32,1,426920
0,32,0,427170
22,32,1,427170
52,129,3,427363
100,129,4,427363
0,32,0,427420
22,32,1,427420
0,32,0,427670
